,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4728,0.27,"29 km S of Morton, Washington",1720820878450,1720823718030,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62016157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62016157&format=geojson,,,,,reviewed,0,1,uw,62016157,",uw62016157,",",uw,",",origin,phase-data,",10.0,0.01807,0.09,101.0,ml,earthquake,"M 0.3 - 29 km S of Morton, Washington"
4729,2.86,"10 km E of Blackhawk, CA",1720820772940,1721175102960,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034182,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034182&format=geojson,10.0,3.3,,,reviewed,0,129,nc,75034182,",nc75034182,us7000myze,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,",99.0,0.02779,0.22,41.0,md,earthquake,"M 2.9 - 10 km E of Blackhawk, CA"
4730,0.7000000000000001,"12 km ENE of Ashford, Washington",1720820150210,1720823491900,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62016147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62016147&format=geojson,,,,,reviewed,0,8,uw,62016147,",uw62016147,",",uw,",",origin,phase-data,",21.0,0.01242,0.07,81.0,ml,earthquake,"M 0.7 - 12 km ENE of Ashford, Washington"
4731,1.7,"49 km S of Denali National Park, Alaska",1720820050773,1720820196905,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0248x6yqoo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0248x6yqoo&format=geojson,,,,,automatic,0,44,ak,0248x6yqoo,",ak0248x6yqoo,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 1.7 - 49 km S of Denali National Park, Alaska"
4732,1.35,"5 km SE of Home Gardens, CA",1720819995470,1721076907879,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40658095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658095&format=geojson,,,,,reviewed,0,28,ci,40658095,",ci40658095,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",57.0,0.04547,0.21,44.0,ml,quarry blast,"M 1.4 Quarry Blast - 5 km SE of Home Gardens, CA"
4733,1.08,"16 km ENE of Honaunau-Napoopoo, Hawaii",1720818217580,1720827017000,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74331021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74331021&format=geojson,,,,,reviewed,0,18,hv,74331021,",hv74331021,",",hv,",",origin,phase-data,",21.0,0.01108,0.23,67.0,md,earthquake,"M 1.1 - 16 km ENE of Honaunau-Napoopoo, Hawaii"
4734,0.81,"17 km ESE of Anza, CA",1720817329550,1720967083923,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40658055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658055&format=geojson,,,,,reviewed,0,10,ci,40658055,",ci40658055,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.07043,0.14,28.0,ml,earthquake,"M 0.8 - 17 km ESE of Anza, CA"
4735,0.57,"7 km ESE of Valle Vista, CA",1720817205470,1720967080885,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40658047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658047&format=geojson,,,,,reviewed,0,5,ci,40658047,",ci40658047,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.0901,0.22,193.0,ml,earthquake,"M 0.6 - 7 km ESE of Valle Vista, CA"
4736,2.17,"1 km ENE of Pāhala, Hawaii",1720817200950,1720817358560,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74330996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74330996&format=geojson,,,,,automatic,0,72,hv,74330996,",hv74330996,",",hv,",",origin,phase-data,",35.0,0.05299,0.129999995,106.0,ml,earthquake,"M 2.2 - 1 km ENE of Pāhala, Hawaii"
4737,0.97,"13 km SSE of Mammoth Lakes, CA",1720816908710,1720905969187,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034167&format=geojson,,,,,reviewed,0,14,nc,75034167,",nc75034167,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.05757,0.03,171.0,md,earthquake,"M 1.0 - 13 km SSE of Mammoth Lakes, CA"
4738,1.39,"14 km WNW of Progreso, B.C., MX",1720816638930,1721076193147,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40658039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658039&format=geojson,,,,,reviewed,0,30,ci,40658039,",ci40658039,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.0145,0.23,65.0,ml,earthquake,"M 1.4 - 14 km WNW of Progreso, B.C., MX"
4739,1.66,"14 km WNW of Progreso, B.C., MX",1720816522960,1720823140499,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40658031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658031&format=geojson,,,,,reviewed,0,42,ci,40658031,",ci40658031,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.01245,0.26,58.0,ml,earthquake,"M 1.7 - 14 km WNW of Progreso, B.C., MX"
4740,1.72,"10 km W of Grapevine, CA",1720815829980,1720967086890,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40658023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658023&format=geojson,,,,,reviewed,0,46,ci,40658023,",ci40658023,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.08838,0.17,84.0,ml,earthquake,"M 1.7 - 10 km W of Grapevine, CA"
4741,1.51,"263 km W of Adak, Alaska",1720815818020,1720834785890,,https://earthquake.usgs.gov/earthquakes/eventpage/av93194716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93194716&format=geojson,,,,,reviewed,0,35,av,93194716,",av93194716,",",av,",",origin,phase-data,",6.0,0.02214,0.27,267.0,ml,earthquake,"M 1.5 - 263 km W of Adak, Alaska"
4742,4.3,"19 km NW of Van, Turkey",1720815586265,1720905040040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myyq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myyq&format=geojson,,,,,reviewed,0,284,us,7000myyq,",us7000myyq,",",us,",",moment-tensor,origin,phase-data,",130.0,0.361,0.81,46.0,mwr,earthquake,"M 4.3 - 19 km NW of Van, Turkey"
4743,2.1,"64 km SSE of Coldfoot, Alaska",1720815422262,1720815565145,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0248x69n8y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0248x69n8y&format=geojson,,,,,automatic,0,68,ak,0248x69n8y,",ak0248x69n8y,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 2.1 - 64 km SSE of Coldfoot, Alaska"
4744,1.1,"8 km WNW of Cobb, CA",1720814410860,1720814506309,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034157&format=geojson,,,,,automatic,0,19,nc,75034157,",nc75034157,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.01242,0.02,48.0,md,earthquake,"M 1.1 - 8 km WNW of Cobb, CA"
4745,0.4,"3 km NNW of Metchosin, Canada",1720814081380,1720821924980,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62016127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62016127&format=geojson,,,,,reviewed,0,2,uw,62016127,",uw62016127,",",uw,",",origin,phase-data,",6.0,0.155,0.08,129.0,md,earthquake,"M 0.4 - 3 km NNW of Metchosin, Canada"
4746,2.13,"12 km WNW of San Simeon, CA",1720813958040,1721167340330,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034152&format=geojson,,,,,reviewed,0,70,nc,75034152,",nc75034152,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",43.0,0.1385,0.1,192.0,md,earthquake,"M 2.1 - 12 km WNW of San Simeon, CA"
4747,1.23,"27 km NNE of Montecito, CA",1720813751860,1720967102902,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40657983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40657983&format=geojson,,,,,reviewed,0,23,ci,40657983,",ci40657983,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1312,0.13,148.0,ml,earthquake,"M 1.2 - 27 km NNE of Montecito, CA"
4748,1.74,"1 km SSE of Turner, Oregon",1720813514770,1720821252468,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62016122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62016122&format=geojson,2.0,3.1,,,reviewed,0,47,uw,62016122,",uw62016122,",",uw,",",dyfi,origin,phase-data,",18.0,0.2568,0.23,69.0,ml,explosion,"M 1.7 Explosion - 1 km SSE of Turner, Oregon"
4749,0.27,"5 km WNW of Cobb, CA",1720812972790,1720813070784,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034147&format=geojson,,,,,automatic,0,1,nc,75034147,",nc75034147,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.01263,0.01,80.0,md,earthquake,"M 0.3 - 5 km WNW of Cobb, CA"
4750,2.1,"38 km W of Anchor Point, Alaska",1720812768175,1720903692040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0248x5rixd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0248x5rixd&format=geojson,,,,,automatic,0,68,ak,0248x5rixd,",us7000myy8,ak0248x5rixd,",",us,ak,",",origin,phase-data,",,,0.24,,ml,earthquake,"M 2.1 - 38 km W of Anchor Point, Alaska"
4751,1.0,"9 km ESE of Markleeville, California",1720812684968,1721073784829,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00880951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00880951&format=geojson,,,,,reviewed,0,15,nn,00880951,",nn00880951,",",nn,",",origin,phase-data,",9.0,0.085,0.1105,135.60999999999999,ml,earthquake,"M 1.0 - 9 km ESE of Markleeville, California"
4752,3.6,off the coast of Oregon,1720812440864,1720821540040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myy6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myy6&format=geojson,,,,,reviewed,0,199,us,7000myy6,",us7000myy6,",",us,",",origin,phase-data,",89.0,1.472,0.76,209.0,ml,earthquake,M 3.6 - off the coast of Oregon
4753,4.3,"12 km ESE of Chalandrítsa, Greece",1720812403967,1720880328889,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myy5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myy5&format=geojson,4.0,3.1,,,reviewed,0,286,us,7000myy5,",us7000myy5,",",us,",",dyfi,origin,phase-data,",79.0,0.889,0.85,44.0,mb,earthquake,"M 4.3 - 12 km ESE of Chalandrítsa, Greece"
4754,1.91999996,"7 km SW of Volcano, Hawaii",1720812178650,1720812269030,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74330886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74330886&format=geojson,,,,,automatic,0,57,hv,74330886,",hv74330886,",",hv,",",origin,phase-data,",13.0,0.00288,0.0900000036,71.0,md,earthquake,"M 1.9 - 7 km SW of Volcano, Hawaii"
4755,5.2,"108 km WNW of Rabaul, Papua New Guinea",1720811892786,1720899032040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myy7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myy7&format=geojson,,,,,reviewed,0,416,us,7000myy7,",usauto7000myy7,us7000myy7,",",usauto,us,",",internal-moment-tensor,origin,phase-data,",135.0,4.279,0.55,40.0,mww,earthquake,"M 5.2 - 108 km WNW of Rabaul, Papua New Guinea"
4756,1.0,"2 km ENE of The Geysers, CA",1720811876970,1720811970742,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034137&format=geojson,,,,,automatic,0,15,nc,75034137,",nc75034137,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.0234,0.01,91.0,md,earthquake,"M 1.0 - 2 km ENE of The Geysers, CA"
4757,2.53,"13 km SSE of Mammoth Lakes, CA",1720811330800,1721283944610,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034132&format=geojson,,,,,reviewed,0,98,nc,75034132,",nc75034132,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",28.0,0.05818,0.03,61.0,md,earthquake,"M 2.5 - 13 km SSE of Mammoth Lakes, CA"
4758,2.4,"19 km NNE of Chignik, Alaska",1720811075442,1720896896040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0248x5lhw8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0248x5lhw8&format=geojson,,,,,automatic,0,89,ak,0248x5lhw8,",us7000myy0,ak0248x5lhw8,",",us,ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 2.4 - 19 km NNE of Chignik, Alaska"
4759,1.16,"7 km SSE of Mossyrock, Washington",1720811050000,1720817756460,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62016102,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62016102&format=geojson,,,,,reviewed,0,21,uw,62016102,",uw62016102,",",uw,",",origin,phase-data,",23.0,0.1205,0.19,68.0,ml,explosion,"M 1.2 Explosion - 7 km SSE of Mossyrock, Washington"
4760,1.15,"7 km SSW of Mojave, CA",1720811043620,1720817918634,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40657951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40657951&format=geojson,,,,,reviewed,0,20,ci,40657951,",ci40657951,",",ci,",",nearby-cities,origin,phase-data,",17.0,0.1184,0.21,52.0,ml,quarry blast,"M 1.2 Quarry Blast - 7 km SSW of Mojave, CA"
4761,-0.08,"38 km W of Adak, Alaska",1720810915820,1720834464280,,https://earthquake.usgs.gov/earthquakes/eventpage/av93194641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93194641&format=geojson,,,,,reviewed,0,0,av,93194641,",av93194641,",",av,",",origin,phase-data,",4.0,0.01247,0.31,224.0,ml,earthquake,"M -0.1 - 38 km W of Adak, Alaska"
4762,-0.34,"64 km WNW of Tyonek, Alaska",1720810757710,1720836774370,,https://earthquake.usgs.gov/earthquakes/eventpage/av93194631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93194631&format=geojson,,,,,reviewed,0,0,av,93194631,",av93194631,",",av,",",origin,phase-data,",6.0,0.05314,0.17,103.0,ml,earthquake,"M -0.3 - 64 km WNW of Tyonek, Alaska"
4763,4.8,"47 km WSW of Atiquipa, Peru",1720810500169,1720896213040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myxy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myxy&format=geojson,,,,,reviewed,0,354,us,7000myxy,",us7000myxy,",",us,",",origin,phase-data,",132.0,4.433,0.65,144.0,mb,earthquake,"M 4.8 - 47 km WSW of Atiquipa, Peru"
4764,4.4,"16 km E of Hualien City, Taiwan",1720810273362,1720818581040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myxu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myxu&format=geojson,,,,,reviewed,0,298,us,7000myxu,",us7000myxu,",",us,",",origin,phase-data,",56.0,0.266,0.64,84.0,mb,earthquake,"M 4.4 - 16 km E of Hualien City, Taiwan"
4765,1.92,"6 km SSW of Volcano, Hawaii",1720810081490,1720815231050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74330841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74330841&format=geojson,,,,,reviewed,0,57,hv,74330841,",hv74330841,",",hv,",",origin,phase-data,",28.0,0.003254,0.1,59.0,ml,earthquake,"M 1.9 - 6 km SSW of Volcano, Hawaii"
4766,0.96,"8 km NNW of The Geysers, CA",1720810009450,1720810106500,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034127&format=geojson,,,,,automatic,0,14,nc,75034127,",nc75034127,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.006931,0.01,78.0,md,earthquake,"M 1.0 - 8 km NNW of The Geysers, CA"
4767,1.73,"22 km N of Searles Valley, CA",1720809668810,1720967125428,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40657935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40657935&format=geojson,,,,,reviewed,0,46,ci,40657935,",ci40657935,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.1151,0.16,68.0,ml,earthquake,"M 1.7 - 22 km N of Searles Valley, CA"
4768,1.93,"7 km WSW of Ratliff City, Oklahoma",1720809601730,1720810623488,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024nqbb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024nqbb&format=geojson,,,,,reviewed,0,57,ok,2024nqbb,",ok2024nqbb,",",ok,",",origin,phase-data,",60.0,0.1052793406,0.27,87.0,ml,earthquake,"M 1.9 - 7 km WSW of Ratliff City, Oklahoma"
4769,1.12,"2 km SW of Clayton, CA",1720809481650,1720905727544,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034117&format=geojson,,,,,reviewed,0,19,nc,75034117,",nc75034117,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.02508,0.04,137.0,md,quarry blast,"M 1.1 Quarry Blast - 2 km SW of Clayton, CA"
4770,1.17,"3 km SW of Clayton, CA",1720809279870,1720904792413,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034112&format=geojson,,,,,reviewed,0,21,nc,75034112,",nc75034112,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.03028,0.04,79.0,md,quarry blast,"M 1.2 Quarry Blast - 3 km SW of Clayton, CA"
4771,0.74,"4 km WNW of Cobb, CA",1720809217540,1720809315354,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034107,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034107&format=geojson,,,,,automatic,0,8,nc,75034107,",nc75034107,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.003693,0.02,127.0,md,earthquake,"M 0.7 - 4 km WNW of Cobb, CA"
4772,0.65,"5 km ESE of Valle Vista, CA",1720808912390,1720967121657,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40657903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40657903&format=geojson,,,,,reviewed,0,6,ci,40657903,",ci40657903,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.09576,0.12,272.0,ml,earthquake,"M 0.7 - 5 km ESE of Valle Vista, CA"
4773,1.29,"36 km S of False Pass, Alaska",1720808594060,1720833509110,,https://earthquake.usgs.gov/earthquakes/eventpage/av93194611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93194611&format=geojson,,,,,reviewed,0,26,av,93194611,",av93194611,",",av,",",origin,phase-data,",7.0,0.204,0.2,252.0,ml,earthquake,"M 1.3 - 36 km S of False Pass, Alaska"
4774,0.19,"42 km NE of Adak, Alaska",1720808455860,1720833221490,,https://earthquake.usgs.gov/earthquakes/eventpage/av93194606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93194606&format=geojson,,,,,reviewed,0,1,av,93194606,",av93194606,",",av,",",origin,phase-data,",5.0,0.02635,0.26,244.0,ml,earthquake,"M 0.2 - 42 km NE of Adak, Alaska"
4775,5.6,"66 km E of Tarata, Peru",1720808343912,1721211518216,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myxn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myxn&format=geojson,4.0,3.4,3.752,green,reviewed,0,484,us,7000myxn,",us7000myxn,usauto7000myxn,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",298.0,0.222,0.71,30.0,mww,earthquake,"M 5.6 - 66 km E of Tarata, Peru"
4776,1.64,"5 km ENE of Butte, Montana",1720807802880,1721253685690,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90057288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90057288&format=geojson,,,,,reviewed,0,41,mb,90057288,",mb90057288,",",mb,",",origin,phase-data,",14.0,0.06405,0.12,82.0,ml,quarry blast,"M 1.6 Quarry Blast - 5 km ENE of Butte, Montana"
4777,1.6,"13 km SSE of Livermore, CA",1720807275400,1721158672460,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034092&format=geojson,,,,,reviewed,0,39,nc,75034092,",nc75034092,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",44.0,0.1049,0.1,58.0,md,earthquake,"M 1.6 - 13 km SSE of Livermore, CA"
4778,1.28,"27 km WSW of Olancha, CA",1720807016380,1720967143271,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40657887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40657887&format=geojson,,,,,reviewed,0,25,ci,40657887,",ci40657887,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.06069,0.21,88.0,ml,earthquake,"M 1.3 - 27 km WSW of Olancha, CA"
4779,1.4,"37 km SSE of Denali National Park, Alaska",1720806932183,1720807052627,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0248x4pjya,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0248x4pjya&format=geojson,,,,,automatic,0,30,ak,0248x4pjya,",ak0248x4pjya,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.4 - 37 km SSE of Denali National Park, Alaska"
4780,1.49,"13 km SSE of Livermore, CA",1720806913060,1721158128790,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034087&format=geojson,,,,,reviewed,0,34,nc,75034087,",nc75034087,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",41.0,0.1053,0.09,59.0,md,earthquake,"M 1.5 - 13 km SSE of Livermore, CA"
4781,1.57,"13 km SSE of Livermore, CA",1720806755710,1721157675540,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034082&format=geojson,,,,,reviewed,0,38,nc,75034082,",nc75034082,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",46.0,0.1054,0.12,58.0,md,earthquake,"M 1.6 - 13 km SSE of Livermore, CA"
4782,4.5,Banda Sea,1720806463473,1720817555040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myxd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myxd&format=geojson,,,,,reviewed,0,312,us,7000myxd,",us7000myxd,",",us,",",origin,phase-data,",48.0,2.253,0.58,91.0,mb,earthquake,M 4.5 - Banda Sea
4783,2.53,"13 km SSE of Livermore, CA",1720806143100,1721157099400,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034077&format=geojson,2.0,3.1,,,reviewed,0,99,nc,75034077,",nc75034077,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,",100.0,0.08717,0.1,58.0,md,earthquake,"M 2.5 - 13 km SSE of Livermore, CA"
4784,4.4,"24 km NNW of Kimbe, Papua New Guinea",1720805740111,1720816454040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myxa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myxa&format=geojson,,,,,reviewed,0,298,us,7000myxa,",us7000myxa,",",us,",",origin,phase-data,",18.0,4.979,0.42,159.0,mb,earthquake,"M 4.4 - 24 km NNW of Kimbe, Papua New Guinea"
4785,0.62,"4 km NNW of Palomar Observatory, CA",1720805630640,1721075810162,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40657871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40657871&format=geojson,,,,,reviewed,0,6,ci,40657871,",ci40657871,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.03543,0.19,36.0,ml,earthquake,"M 0.6 - 4 km NNW of Palomar Observatory, CA"
4786,2.4,"7 km SSW of Mariposa, CA",1720805590430,1720914317457,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034067,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034067&format=geojson,,,,,reviewed,0,89,nc,75034067,",nc75034067,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.1604,0.17,97.0,md,earthquake,"M 2.4 - 7 km SSW of Mariposa, CA"
4787,0.41,"1 km WSW of Anderson Springs, CA",1720805573590,1720917451068,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75034062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75034062&format=geojson,,,,,reviewed,0,3,nc,75034062,",nc75034062,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.004893,0.04,76.0,md,earthquake,"M 0.4 - 1 km WSW of Anderson Springs, CA"
4788,1.1,"11 km E of Clear, Alaska",1720804708151,1720804836765,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0248x4hm5b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0248x4hm5b&format=geojson,,,,,automatic,0,19,ak,0248x4hm5b,",ak0248x4hm5b,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.1 - 11 km E of Clear, Alaska"
4789,5.5,"98 km WNW of Rabaul, Papua New Guinea",1720804370103,1720892557330,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000myx6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000myx6&format=geojson,,,4.875,green,reviewed,0,465,us,7000myx6,",usauto7000myx6,us7000myx6,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",152.0,4.359,0.53,27.0,mww,earthquake,"M 5.5 - 98 km WNW of Rabaul, Papua New Guinea"
4790,2.16,"16 km ENE of Honaunau-Napoopoo, Hawaii",1720804085440,1720808531310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74330691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74330691&format=geojson,,,,,reviewed,0,72,hv,74330691,",hv74330691,",",hv,",",origin,phase-data,",26.0,0.01465,0.21,60.0,ml,earthquake,"M 2.2 - 16 km ENE of Honaunau-Napoopoo, Hawaii"
4791,2.02,"10 km NE of Pāhala, Hawaii",1720803812010,1720803972730,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74330681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74330681&format=geojson,,,,,automatic,0,63,hv,74330681,",hv74330681,",",hv,",",origin,phase-data,",45.0,0.07399,0.140000001,128.0,ml,earthquake,"M 2.0 - 10 km NE of Pāhala, Hawaii"
